Case ID,Latency (s),Final JSON Acc,Slot Acc,Category Acc,Status,Input Text,Actual JSON,Expected JSON
176,4.56,1.0,1.0,1.0,PASS,Okay got a latte for 4.50 then a sandwich 8.75 oh and a muffin 3.25 and a bottle of water 2.00,"[{""item"": ""Latte"", ""amount"": 4.5, ""category"": ""Food""}, {""item"": ""Sandwich"", ""amount"": 8.75, ""category"": ""Food""}, {""item"": ""Muffin"", ""amount"": 3.25, ""category"": ""Food""}, {""item"": ""Bottle of Water"", ""amount"": 2.0, ""category"": ""Food""}]","[{""item"": ""latte"", ""amount"": 4.50, ""category"": ""Food""}, {""item"": ""sandwich"", ""amount"": 8.75, ""category"": ""Food""}, {""item"": ""muffin"", ""amount"": 3.25, ""category"": ""Food""}, {""item"": ""bottle of water"", ""amount"": 2.00, ""category"": ""Food""}]"
177,1.87,1.0,1.0,1.0,PASS,Just dropped a hundred bucks on some new kicks at the mall.,"[{""item"": ""New kicks"", ""amount"": 100.0, ""category"": ""Retail""}]","[{""item"": ""new kicks"", ""amount"": 100.00, ""category"": ""Retail""}]"
178,2.07,1.0,1.0,1.0,PASS,"I spent 30 dollars on a new shirt... wait, no, it was 35 dollars for the shirt.","[{""item"": ""Shirt"", ""amount"": 35.0, ""category"": ""Retail""}]","[{""item"": ""shirt"", ""amount"": 35.00, ""category"": ""Retail""}]"
179,3.04,0.0,0.0,0.0,FAIL: Length Mismatch,"I was running late for work this morning, so I grabbed a quick breakfast sandwich and a coffee from the cafe downstairs, which cost me $12.75.","[{""item"": ""Breakfast Sandwich"", ""amount"": 12.75, ""category"": ""Food""}, {""item"": ""Coffee"", ""amount"": 12.75, ""category"": ""Food""}]","[{""item"": ""breakfast sandwich and a coffee from the cafe downstairs"", ""amount"": 12.75, ""category"": ""Food""}]"
180,3.68,1.0,1.0,1.0,PASS,Okay got a coffee for 4.50 then a muffin 3.25 and a bottle of water 2.00,"[{""item"": ""Coffee"", ""amount"": 4.5, ""category"": ""Food""}, {""item"": ""Muffin"", ""amount"": 3.25, ""category"": ""Food""}, {""item"": ""Bottle of Water"", ""amount"": 2.0, ""category"": ""Food""}]","[{""item"": ""coffee"", ""amount"": 4.50, ""category"": ""Food""}, {""item"": ""muffin"", ""amount"": 3.25, ""category"": ""Food""}, {""item"": ""bottle of water"", ""amount"": 2.00, ""category"": ""Food""}]"
181,2.15,1.0,1.0,1.0,PASS,"I spent 25 dollars on a new t-shirt... wait, no, it was 35 dollars for the t-shirt.","[{""item"": ""T-shirt"", ""amount"": 35.0, ""category"": ""Retail""}]","[{""item"": ""t-shirt"", ""amount"": 35.00, ""category"": ""Retail""}]"
182,2.76,0.0,0.6666666666666666,1.0,FAIL,"I was running late for work this morning, so I grabbed a quick breakfast sandwich and coffee from the cafe near my office. It cost me $12.75, but at least I made it to my meeting on time.","[{""item"": ""Breakfast sandwich and coffee"", ""amount"": 12.75, ""category"": ""Food""}]","[{""item"": ""breakfast sandwich and coffee from the cafe near my office"", ""amount"": 12.75, ""category"": ""Food""}]"
183,1.74,0.0,0.6666666666666666,1.0,FAIL,Just dropped 50 bucks on some new kicks at the mall,"[{""item"": ""New kicks"", ""amount"": 50.0, ""category"": ""Retail""}]","[{""item"": ""kicks"", ""amount"": 50.00, ""category"": ""Retail""}]"
184,2.66,0.0,0.0,0.0,FAIL,I filled up the car for 45 dollars and then bought a new video game for 70,"[{""item"": ""Gas"", ""amount"": 45.0, ""category"": ""Transport""}, {""item"": ""Video Game"", ""amount"": 70.0, ""category"": ""Retail""}]","[{""item"": ""filled up the car"", ""amount"": 45.00, ""category"": ""Transport""}, {""item"": ""a new video game"", ""amount"": 70.00, ""category"": ""Retail""}]"
185,3.37,1.0,1.0,1.0,PASS,"I bought milk for 3.50, a t-shirt for 25, and a bus ticket for 2.75.","[{""item"": ""Milk"", ""amount"": 3.5, ""category"": ""Food""}, {""item"": ""T-shirt"", ""amount"": 25.0, ""category"": ""Retail""}, {""item"": ""Bus Ticket"", ""amount"": 2.75, ""category"": ""Transport""}]","[{""item"": ""milk"", ""amount"": 3.50, ""category"": ""Food""}, {""item"": ""t-shirt"", ""amount"": 25.00, ""category"": ""Retail""}, {""item"": ""bus ticket"", ""amount"": 2.75, ""category"": ""Transport""}]"
186,2.66,0.0,0.0,0.0,FAIL,I filled up the car for 45 dollars and then bought a new video game for 70.,"[{""item"": ""Gas"", ""amount"": 45.0, ""category"": ""Transport""}, {""item"": ""Video Game"", ""amount"": 70.0, ""category"": ""Retail""}]","[{""item"": ""filled up the car"", ""amount"": 45.00, ""category"": ""Transport""}, {""item"": ""a new video game"", ""amount"": 70.00, ""category"": ""Retail""}]"
187,5.22,1.0,1.0,1.0,PASS,"I bought milk for 4.50, a t-shirt for 25, and a bus ticket for 3.75","[{""item"": ""Milk"", ""amount"": 4.5, ""category"": ""Food""}, {""item"": ""T-shirt"", ""amount"": 25.0, ""category"": ""Retail""}, {""item"": ""Bus Ticket"", ""amount"": 3.75, ""category"": ""Transport""}]","[{""item"": ""milk"", ""amount"": 4.50, ""category"": ""Food""}, {""item"": ""t-shirt"", ""amount"": 25.00, ""category"": ""Retail""}, {""item"": ""bus ticket"", ""amount"": 3.75, ""category"": ""Transport""}]"
188,2.76,1.0,1.0,1.0,PASS,I spent 45 on gas and then 15 on a movie ticket,"[{""item"": ""Gas"", ""amount"": 45.0, ""category"": ""Transport""}, {""item"": ""Movie Ticket"", ""amount"": 15.0, ""category"": ""Entertainment""}]","[{""item"": ""gas"", ""amount"": 45.00, ""category"": ""Transport""}, {""item"": ""movie ticket"", ""amount"": 15.00, ""category"": ""Entertainment""}]"
189,1.78,0.0,0.6666666666666666,1.0,FAIL,"I spent 15 dollars on lunch at the deli... wait, no, it was actually 18 dollars for lunch at the deli.","[{""item"": ""Lunch at deli"", ""amount"": 18.0, ""category"": ""Food""}]","[{""item"": ""lunch at the deli"", ""amount"": 18.00, ""category"": ""Food""}]"
190,3.64,0.0,0.8888888888888888,1.0,FAIL,"I bought a loaf of bread for 3.50, a new t-shirt for 25, and a bus ticket for 2.75.","[{""item"": ""Loaf of bread"", ""amount"": 3.5, ""category"": ""Food""}, {""item"": ""T-shirt"", ""amount"": 25.0, ""category"": ""Retail""}, {""item"": ""Bus ticket"", ""amount"": 2.75, ""category"": ""Transport""}]","[{""item"": ""loaf of bread"", ""amount"": 3.50, ""category"": ""Food""}, {""item"": ""new t-shirt"", ""amount"": 25.00, ""category"": ""Retail""}, {""item"": ""bus ticket"", ""amount"": 2.75, ""category"": ""Transport""}]"
191,3.07,1.0,1.0,1.0,PASS,I spent 45 on gas and then 15 on a movie ticket,"[{""item"": ""Gas"", ""amount"": 45.0, ""category"": ""Transport""}, {""item"": ""Movie Ticket"", ""amount"": 15.0, ""category"": ""Entertainment""}]","[{""item"": ""gas"", ""amount"": 45.00, ""category"": ""Transport""}, {""item"": ""movie ticket"", ""amount"": 15.00, ""category"": ""Entertainment""}]"
192,3.07,1.0,1.0,1.0,PASS,I spent 12.99 at Sephora,"[{""item"": ""Sephora"", ""amount"": 12.99, ""category"": ""Retail""}]","[{""item"": ""Sephora"", ""amount"": 12.99, ""category"": ""Retail""}]"
193,4.78,1.0,1.0,1.0,PASS,"Okay, got a coffee for 4.50, then a sandwich for 8.75, and a magazine for 6.25.","[{""item"": ""Coffee"", ""amount"": 4.5, ""category"": ""Food""}, {""item"": ""Sandwich"", ""amount"": 8.75, ""category"": ""Food""}, {""item"": ""Magazine"", ""amount"": 6.25, ""category"": ""Retail""}]","[{""item"": ""coffee"", ""amount"": 4.50, ""category"": ""Food""}, {""item"": ""sandwich"", ""amount"": 8.75, ""category"": ""Food""}, {""item"": ""magazine"", ""amount"": 6.25, ""category"": ""Retail""}]"
194,1.84,1.0,1.0,1.0,PASS,"I spent 25 dollars on a new t-shirt... wait, no, it was 35 dollars for the t-shirt.","[{""item"": ""T-shirt"", ""amount"": 35.0, ""category"": ""Retail""}]","[{""item"": ""t-shirt"", ""amount"": 35.00, ""category"": ""Retail""}]"
195,2.18,1.0,1.0,1.0,PASS,Just dropped a couple hundred bucks on some new kicks at the mall.,"[{""item"": ""New kicks"", ""amount"": 200.0, ""category"": ""Retail""}]","[{""item"": ""new kicks"", ""amount"": 200.00, ""category"": ""Retail""}]"
196,3.09,1.0,1.0,1.0,PASS,"I bought milk for 3.50, a t-shirt for 25, and a movie ticket for 15 dollars","[{""item"": ""Milk"", ""amount"": 3.5, ""category"": ""Food""}, {""item"": ""T-shirt"", ""amount"": 25.0, ""category"": ""Retail""}, {""item"": ""Movie Ticket"", ""amount"": 15.0, ""category"": ""Entertainment""}]","[{""item"": ""milk"", ""amount"": 3.50, ""category"": ""Food""}, {""item"": ""t-shirt"", ""amount"": 25.00, ""category"": ""Retail""}, {""item"": ""movie ticket"", ""amount"": 15.00, ""category"": ""Entertainment""}]"
197,3.46,1.0,1.0,1.0,PASS,"I bought milk for 3.50, a t-shirt for 25 dollars, and a bus ticket for 2.75","[{""item"": ""Milk"", ""amount"": 3.5, ""category"": ""Food""}, {""item"": ""T-shirt"", ""amount"": 25.0, ""category"": ""Retail""}, {""item"": ""Bus Ticket"", ""amount"": 2.75, ""category"": ""Transport""}]","[{""item"": ""milk"", ""amount"": 3.50, ""category"": ""Food""}, {""item"": ""t-shirt"", ""amount"": 25.00, ""category"": ""Retail""}, {""item"": ""bus ticket"", ""amount"": 2.75, ""category"": ""Transport""}]"
198,1.84,1.0,1.0,1.0,PASS,I spent 45 at Target yesterday.,"[{""item"": ""Target"", ""amount"": 45.0, ""category"": ""Retail""}]","[{""item"": ""Target"", ""amount"": 45.00, ""category"": ""Retail""}]"
199,4.06,1.0,1.0,1.0,PASS,"Okay, got a coffee for 4.50, then a sandwich for 8.75, a bus ticket for 2.25, and a new phone charger for 19.99.","[{""item"": ""Coffee"", ""amount"": 4.5, ""category"": ""Food""}, {""item"": ""Sandwich"", ""amount"": 8.75, ""category"": ""Food""}, {""item"": ""Bus Ticket"", ""amount"": 2.25, ""category"": ""Transport""}, {""item"": ""Phone Charger"", ""amount"": 19.99, ""category"": ""Retail""}]","[{""item"": ""coffee"", ""amount"": 4.50, ""category"": ""Food""}, {""item"": ""sandwich"", ""amount"": 8.75, ""category"": ""Food""}, {""item"": ""bus ticket"", ""amount"": 2.25, ""category"": ""Transport""}, {""item"": ""phone charger"", ""amount"": 19.99, ""category"": ""Retail""}]"
200,2.65,0.0,0.0,0.0,FAIL,I spent 45 on gas for the car and then 18.50 on a movie ticket for the new sci-fi film.,"[{""item"": ""Gas for car"", ""amount"": 45.0, ""category"": ""Transport""}, {""item"": ""Movie ticket"", ""amount"": 18.5, ""category"": ""Entertainment""}]","[{""item"": ""gas for the car"", ""amount"": 45.00, ""category"": ""Transport""}, {""item"": ""a movie ticket for the new sci-fi film"", ""amount"": 18.50, ""category"": ""Entertainment""}]"
201,2.21,1.0,1.0,1.0,PASS,"I was running late for work this morning, so I grabbed a quick breakfast sandwich and coffee from the cafe downstairs, which cost me about $12.50.","[{""item"": ""Breakfast sandwich and coffee"", ""amount"": 12.5, ""category"": ""Food""}]","[{""item"": ""breakfast sandwich and coffee"", ""amount"": 12.50, ""category"": ""Food""}]"
202,3.85,0.0,0.6666666666666666,1.0,FAIL,Just dropped a hundred bucks on some new kicks at the mall.,"[{""item"": ""New kicks"", ""amount"": 100.0, ""category"": ""Retail""}]","[{""item"": ""kicks"", ""amount"": 100.00, ""category"": ""Retail""}]"
203,3.21,1.0,1.0,1.0,PASS,I filled up my car with gas for 45 dollars and then bought a new video game for 70.,"[{""item"": ""Gas"", ""amount"": 45.0, ""category"": ""Transport""}, {""item"": ""Video Game"", ""amount"": 70.0, ""category"": ""Retail""}]","[{""item"": ""gas"", ""amount"": 45.00, ""category"": ""Transport""}, {""item"": ""video game"", ""amount"": 70.00, ""category"": ""Retail""}]"
204,2.74,1.0,1.0,1.0,PASS,I spent $45 on gas and then $12.50 on a movie ticket,"[{""item"": ""Gas"", ""amount"": 45.0, ""category"": ""Transport""}, {""item"": ""Movie Ticket"", ""amount"": 12.5, ""category"": ""Entertainment""}]","[{""item"": ""gas"", ""amount"": 45.00, ""category"": ""Transport""}, {""item"": ""movie ticket"", ""amount"": 12.50, ""category"": ""Entertainment""}]"
205,3.58,1.0,1.0,1.0,PASS,"I bought a loaf of bread for 3.50, a t-shirt for 25, and a bus ticket for 2.75.","[{""item"": ""Loaf of bread"", ""amount"": 3.5, ""category"": ""Food""}, {""item"": ""T-shirt"", ""amount"": 25.0, ""category"": ""Retail""}, {""item"": ""Bus ticket"", ""amount"": 2.75, ""category"": ""Transport""}]","[{""item"": ""loaf of bread"", ""amount"": 3.50, ""category"": ""Food""}, {""item"": ""t-shirt"", ""amount"": 25.00, ""category"": ""Retail""}, {""item"": ""bus ticket"", ""amount"": 2.75, ""category"": ""Transport""}]"
206,4.33,1.0,1.0,1.0,PASS,I bought a loaf of bread for 3.50 and a t-shirt for 25 dollars.,"[{""item"": ""Loaf of bread"", ""amount"": 3.5, ""category"": ""Food""}, {""item"": ""T-shirt"", ""amount"": 25.0, ""category"": ""Retail""}]","[{""item"": ""loaf of bread"", ""amount"": 3.50, ""category"": ""Food""}, {""item"": ""t-shirt"", ""amount"": 25.00, ""category"": ""Retail""}]"
207,2.04,1.0,1.0,1.0,PASS,"I spent 25 dollars on a new t-shirt... wait, no, it was 35 dollars for the t-shirt.","[{""item"": ""T-shirt"", ""amount"": 35.0, ""category"": ""Retail""}]","[{""item"": ""t-shirt"", ""amount"": 35.00, ""category"": ""Retail""}]"
208,3.74,1.0,1.0,1.0,PASS,"I bought bread for 3.50, a t-shirt for 25, and a bus ticket for 2.75.","[{""item"": ""Bread"", ""amount"": 3.5, ""category"": ""Food""}, {""item"": ""T-shirt"", ""amount"": 25.0, ""category"": ""Retail""}, {""item"": ""Bus Ticket"", ""amount"": 2.75, ""category"": ""Transport""}]","[{""item"": ""bread"", ""amount"": 3.50, ""category"": ""Food""}, {""item"": ""t-shirt"", ""amount"": 25.00, ""category"": ""Retail""}, {""item"": ""bus ticket"", ""amount"": 2.75, ""category"": ""Transport""}]"
209,4.03,1.0,1.0,1.0,PASS,"Okay, coffee 4.50, bus pass 30, shampoo 8.75, and a sandwich 7.25.","[{""item"": ""Coffee"", ""amount"": 4.5, ""category"": ""Food""}, {""item"": ""Bus Pass"", ""amount"": 30.0, ""category"": ""Transport""}, {""item"": ""Shampoo"", ""amount"": 8.75, ""category"": ""Personal Care""}, {""item"": ""Sandwich"", ""amount"": 7.25, ""category"": ""Food""}]","[{""item"": ""coffee"", ""amount"": 4.50, ""category"": ""Food""}, {""item"": ""bus pass"", ""amount"": 30.00, ""category"": ""Transport""}, {""item"": ""shampoo"", ""amount"": 8.75, ""category"": ""Personal Care""}, {""item"": ""sandwich"", ""amount"": 7.25, ""category"": ""Food""}]"
210,5.22,0.0,0.6666666666666666,1.0,FAIL,I bought a loaf of bread for 3.50 and a new t-shirt for 25 dollars.,"[{""item"": ""Loaf of bread"", ""amount"": 3.5, ""category"": ""Food""}, {""item"": ""T-shirt"", ""amount"": 25.0, ""category"": ""Retail""}]","[{""item"": ""a loaf of bread"", ""amount"": 3.50, ""category"": ""Food""}, {""item"": ""a new t-shirt"", ""amount"": 25.00, ""category"": ""Retail""}]"
211,3.79,1.0,1.0,1.0,PASS,"Okay, got a latte for 4.50, then a sandwich for 8.75, a magazine for 6, and a bus pass for 36.","[{""item"": ""Latte"", ""amount"": 4.5, ""category"": ""Food""}, {""item"": ""Sandwich"", ""amount"": 8.75, ""category"": ""Food""}, {""item"": ""Magazine"", ""amount"": 6.0, ""category"": ""Retail""}, {""item"": ""Bus Pass"", ""amount"": 36.0, ""category"": ""Transport""}]","[{""item"": ""latte"", ""amount"": 4.50, ""category"": ""Food""}, {""item"": ""sandwich"", ""amount"": 8.75, ""category"": ""Food""}, {""item"": ""magazine"", ""amount"": 6.00, ""category"": ""Retail""}, {""item"": ""bus pass"", ""amount"": 36.00, ""category"": ""Transport""}]"
212,4.3,1.0,1.0,1.0,PASS,"Okay, coffee 4.50, bus pass 60, shampoo 8.99, and a sandwich 7.25.","[{""item"": ""Coffee"", ""amount"": 4.5, ""category"": ""Food""}, {""item"": ""Bus Pass"", ""amount"": 60.0, ""category"": ""Transport""}, {""item"": ""Shampoo"", ""amount"": 8.99, ""category"": ""Personal Care""}, {""item"": ""Sandwich"", ""amount"": 7.25, ""category"": ""Food""}]","[{""item"": ""coffee"", ""amount"": 4.50, ""category"": ""Food""}, {""item"": ""bus pass"", ""amount"": 60.00, ""category"": ""Transport""}, {""item"": ""shampoo"", ""amount"": 8.99, ""category"": ""Personal Care""}, {""item"": ""sandwich"", ""amount"": 7.25, ""category"": ""Food""}]"
213,2.15,0.0,0.6666666666666666,1.0,FAIL,"I was running late for work this morning, so I grabbed a quick breakfast sandwich and coffee from the corner deli for about $12.50 on my way to the subway.","[{""item"": ""Breakfast sandwich and coffee"", ""amount"": 12.5, ""category"": ""Food""}]","[{""item"": ""breakfast sandwich and coffee from the corner deli"", ""amount"": 12.50, ""category"": ""Food""}]"
214,1.84,1.0,1.0,1.0,PASS,Spent 35 at Target today.,"[{""item"": ""Target"", ""amount"": 35.0, ""category"": ""Retail""}]","[{""item"": ""Target"", ""amount"": 35.00, ""category"": ""Retail""}]"
215,2.66,1.0,1.0,1.0,PASS,Just spent 45 at Target,"[{""item"": ""Target"", ""amount"": 45.0, ""category"": ""Retail""}]","[{""item"": ""Target"", ""amount"": 45.00, ""category"": ""Retail""}]"
216,2.15,0.0,0.6666666666666666,1.0,FAIL,Just dropped a hundred bucks on some new kicks at the mall.,"[{""item"": ""New kicks"", ""amount"": 100.0, ""category"": ""Retail""}]","[{""item"": ""kicks"", ""amount"": 100.00, ""category"": ""Retail""}]"
217,2.66,1.0,1.0,1.0,PASS,"I spent 25 dollars on a new t-shirt... wait, no, it was 35 dollars for the t-shirt.","[{""item"": ""T-shirt"", ""amount"": 35.0, ""category"": ""Retail""}]","[{""item"": ""t-shirt"", ""amount"": 35.00, ""category"": ""Retail""}]"
218,1.84,1.0,1.0,1.0,PASS,Just dropped a hundred bucks on some new kicks at the mall.,"[{""item"": ""New kicks"", ""amount"": 100.0, ""category"": ""Retail""}]","[{""item"": ""new kicks"", ""amount"": 100.00, ""category"": ""Retail""}]"
219,2.15,1.0,1.0,1.0,PASS,Spent 45 at Target yesterday.,"[{""item"": ""Target"", ""amount"": 45.0, ""category"": ""Retail""}]","[{""item"": ""Target"", ""amount"": 45.00, ""category"": ""Retail""}]"
220,5.22,1.0,1.0,1.0,PASS,Okay got a coffee for 4.50 then a muffin 3.25 and a sandwich 8.75 oh and a bottle of water 2.00,"[{""item"": ""Coffee"", ""amount"": 4.5, ""category"": ""Food""}, {""item"": ""Muffin"", ""amount"": 3.25, ""category"": ""Food""}, {""item"": ""Sandwich"", ""amount"": 8.75, ""category"": ""Food""}, {""item"": ""Bottle of Water"", ""amount"": 2.0, ""category"": ""Food""}]","[{""item"": ""coffee"", ""amount"": 4.50, ""category"": ""Food""}, {""item"": ""muffin"", ""amount"": 3.25, ""category"": ""Food""}, {""item"": ""sandwich"", ""amount"": 8.75, ""category"": ""Food""}, {""item"": ""bottle of water"", ""amount"": 2.00, ""category"": ""Food""}]"
221,3.68,1.0,1.0,1.0,PASS,"I bought milk for 4.50, a t-shirt for 25, and a bus ticket for 3.75.","[{""item"": ""Milk"", ""amount"": 4.5, ""category"": ""Food""}, {""item"": ""T-shirt"", ""amount"": 25.0, ""category"": ""Retail""}, {""item"": ""Bus Ticket"", ""amount"": 3.75, ""category"": ""Transport""}]","[{""item"": ""milk"", ""amount"": 4.50, ""category"": ""Food""}, {""item"": ""t-shirt"", ""amount"": 25.00, ""category"": ""Retail""}, {""item"": ""bus ticket"", ""amount"": 3.75, ""category"": ""Transport""}]"
222,2.77,0.0,0.6666666666666666,1.0,FAIL,Just dropped a hundred bucks on some new kicks at the mall,"[{""item"": ""New kicks"", ""amount"": 100.0, ""category"": ""Retail""}]","[{""item"": ""kicks"", ""amount"": 100.00, ""category"": ""Retail""}]"
223,1.94,1.0,1.0,1.0,PASS,I spent 35 at Target yesterday.,"[{""item"": ""Target"", ""amount"": 35.0, ""category"": ""Retail""}]","[{""item"": ""Target"", ""amount"": 35.00, ""category"": ""Retail""}]"
224,3.38,1.0,1.0,1.0,PASS,I spent 45 on gas and then 15 on a movie ticket later that day.,"[{""item"": ""Gas"", ""amount"": 45.0, ""category"": ""Transport""}, {""item"": ""Movie Ticket"", ""amount"": 15.0, ""category"": ""Entertainment""}]","[{""item"": ""gas"", ""amount"": 45.00, ""category"": ""Transport""}, {""item"": ""movie ticket"", ""amount"": 15.00, ""category"": ""Entertainment""}]"
225,5.12,1.0,1.0,1.0,PASS,"Okay, got a coffee for 4.50, then a sandwich 8.75, bus fare 2.25, a magazine 6, and a pack of gum 1.50.","[{""item"": ""Coffee"", ""amount"": 4.5, ""category"": ""Food""}, {""item"": ""Sandwich"", ""amount"": 8.75, ""category"": ""Food""}, {""item"": ""Bus Fare"", ""amount"": 2.25, ""category"": ""Transport""}, {""item"": ""Magazine"", ""amount"": 6.0, ""category"": ""Retail""}, {""item"": ""Pack of Gum"", ""amount"": 1.5, ""category"": ""Food""}]","[{""item"": ""coffee"", ""amount"": 4.50, ""category"": ""Food""}, {""item"": ""sandwich"", ""amount"": 8.75, ""category"": ""Food""}, {""item"": ""bus fare"", ""amount"": 2.25, ""category"": ""Transport""}, {""item"": ""magazine"", ""amount"": 6.00, ""category"": ""Retail""}, {""item"": ""pack of gum"", ""amount"": 1.50, ""category"": ""Food""}]"
226,6.96,1.0,1.0,1.0,PASS,Okay got milk 4.50 bread 3.25 eggs 2.99 toothpaste 5.75 shampoo 8.00 and a magazine 6.50,"[{""item"": ""Milk"", ""amount"": 4.5, ""category"": ""Food""}, {""item"": ""Bread"", ""amount"": 3.25, ""category"": ""Food""}, {""item"": ""Eggs"", ""amount"": 2.99, ""category"": ""Food""}, {""item"": ""Toothpaste"", ""amount"": 5.75, ""category"": ""Personal Care""}, {""item"": ""Shampoo"", ""amount"": 8.0, ""category"": ""Personal Care""}, {""item"": ""Magazine"", ""amount"": 6.5, ""category"": ""Retail""}]","[{""item"": ""milk"", ""amount"": 4.50, ""category"": ""Food""}, {""item"": ""bread"", ""amount"": 3.25, ""category"": ""Food""}, {""item"": ""eggs"", ""amount"": 2.99, ""category"": ""Food""}, {""item"": ""toothpaste"", ""amount"": 5.75, ""category"": ""Personal Care""}, {""item"": ""shampoo"", ""amount"": 8.00, ""category"": ""Personal Care""}, {""item"": ""magazine"", ""amount"": 6.50, ""category"": ""Retail""}]"
227,2.15,1.0,1.0,1.0,PASS,"I spent 25 dollars on a new t-shirt... wait, no, it was 35 dollars for the t-shirt.","[{""item"": ""T-shirt"", ""amount"": 35.0, ""category"": ""Retail""}]","[{""item"": ""t-shirt"", ""amount"": 35.00, ""category"": ""Retail""}]"
228,1.84,1.0,1.0,1.0,PASS,Spent 35 at Target yesterday,"[{""item"": ""Target"", ""amount"": 35.0, ""category"": ""Retail""}]","[{""item"": ""Target"", ""amount"": 35.00, ""category"": ""Retail""}]"
229,3.07,1.0,1.0,1.0,PASS,I filled up my car with gas for $45 and then bought a movie ticket for $15,"[{""item"": ""Gas"", ""amount"": 45.0, ""category"": ""Transport""}, {""item"": ""Movie Ticket"", ""amount"": 15.0, ""category"": ""Entertainment""}]","[{""item"": ""gas"", ""amount"": 45.00, ""category"": ""Transport""}, {""item"": ""movie ticket"", ""amount"": 15.00, ""category"": ""Entertainment""}]"
230,2.86,0.0,0.0,0.0,FAIL,I spent 45 on a tank of gas and then 18.50 on a new video game download,"[{""item"": ""Tank of gas"", ""amount"": 45.0, ""category"": ""Transport""}, {""item"": ""Video game download"", ""amount"": 18.5, ""category"": ""Entertainment""}]","[{""item"": ""a tank of gas"", ""amount"": 45.00, ""category"": ""Transport""}, {""item"": ""a new video game download"", ""amount"": 18.50, ""category"": ""Entertainment""}]"
231,1.84,1.0,1.0,1.0,PASS,"I spent 25 dollars on a new t-shirt... wait, no, it was 35 dollars for the t-shirt.","[{""item"": ""T-shirt"", ""amount"": 35.0, ""category"": ""Retail""}]","[{""item"": ""t-shirt"", ""amount"": 35.00, ""category"": ""Retail""}]"
232,2.46,0.0,0.6666666666666666,1.0,FAIL,Just dropped a hundred bucks on some new kicks at the mall.,"[{""item"": ""New kicks"", ""amount"": 100.0, ""category"": ""Retail""}]","[{""item"": ""kicks"", ""amount"": 100.00, ""category"": ""Retail""}]"
233,3.38,0.0,0.2222222222222222,0.3333333333333333,FAIL,"I bought milk for 3.50, a t-shirt for 25 dollars, and a bus ticket for 2.75.","[{""item"": ""Milk"", ""amount"": 3.5, ""category"": ""Food""}, {""item"": ""T-shirt"", ""amount"": 25.0, ""category"": ""Retail""}, {""item"": ""Bus Ticket"", ""amount"": 2.75, ""category"": ""Transport""}]","[{""item"": ""milk"", ""amount"": 3.50, ""category"": ""Food""}, {""item"": ""a t-shirt"", ""amount"": 25.00, ""category"": ""Retail""}, {""item"": ""a bus ticket"", ""amount"": 2.75, ""category"": ""Transport""}]"
234,4.09,0.0,0.6666666666666666,1.0,FAIL,I filled up my tank for $45 and then bought a ticket to see the new Marvel movie for $18.50,"[{""item"": ""Gas"", ""amount"": 45.0, ""category"": ""Transport""}, {""item"": ""Movie Ticket"", ""amount"": 18.5, ""category"": ""Entertainment""}]","[{""item"": ""tank"", ""amount"": 45.00, ""category"": ""Transport""}, {""item"": ""ticket to see the new Marvel movie"", ""amount"": 18.50, ""category"": ""Entertainment""}]"
235,2.15,0.0,0.6666666666666666,1.0,FAIL,"I spent 15 dollars on lunch at the deli... wait, no, it was 12 dollars for lunch at the deli.","[{""item"": ""Lunch at deli"", ""amount"": 12.0, ""category"": ""Food""}]","[{""item"": ""lunch at the deli"", ""amount"": 12.00, ""category"": ""Food""}]"
236,1.94,1.0,1.0,1.0,PASS,I spent 12.50 at Target yesterday.,"[{""item"": ""Target"", ""amount"": 12.5, ""category"": ""Retail""}]","[{""item"": ""Target"", ""amount"": 12.50, ""category"": ""Retail""}]"
237,4.3,0.0,0.6666666666666666,1.0,FAIL,"I bought a loaf of bread for 3.50, a t-shirt for 25, and a bus ticket for 2.75.","[{""item"": ""Loaf of bread"", ""amount"": 3.5, ""category"": ""Food""}, {""item"": ""T-shirt"", ""amount"": 25.0, ""category"": ""Retail""}, {""item"": ""Bus ticket"", ""amount"": 2.75, ""category"": ""Transport""}]","[{""item"": ""a loaf of bread"", ""amount"": 3.50, ""category"": ""Food""}, {""item"": ""a t-shirt"", ""amount"": 25.00, ""category"": ""Retail""}, {""item"": ""a bus ticket"", ""amount"": 2.75, ""category"": ""Transport""}]"
238,3.58,1.0,1.0,1.0,PASS,"I bought milk for 4.50, a t-shirt for 25, and a bus ticket for 3.75.","[{""item"": ""Milk"", ""amount"": 4.5, ""category"": ""Food""}, {""item"": ""T-shirt"", ""amount"": 25.0, ""category"": ""Retail""}, {""item"": ""Bus Ticket"", ""amount"": 3.75, ""category"": ""Transport""}]","[{""item"": ""milk"", ""amount"": 4.50, ""category"": ""Food""}, {""item"": ""t-shirt"", ""amount"": 25.00, ""category"": ""Retail""}, {""item"": ""bus ticket"", ""amount"": 3.75, ""category"": ""Transport""}]"
